"Plot Title: 20171008_treatment_partition"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20231555, SEN S/N: 20231555)","RH, % (LGR S/N: 20231555, SEN S/N: 20231555)","Started (LGR S/N: 20231555)","Button Up (LGR S/N: 20231555)","Host Connected (LGR S/N: 20231555)","End Of File (LGR S/N: 20231555)"
224,10/02/17 11:05:54 PM,30.249,22.400,,,,
225,10/02/17 11:06:54 PM,30.275,22.442,,,,
226,10/02/17 11:07:54 PM,30.249,22.400,,,,
227,10/02/17 11:08:54 PM,30.249,22.400,,,,
228,10/02/17 11:09:54 PM,30.224,22.410,,,,
229,10/02/17 11:10:54 PM,30.224,22.410,,,,
230,10/02/17 11:11:54 PM,30.199,22.523,,,,
231,10/02/17 11:12:54 PM,30.199,22.523,,,,
232,10/02/17 11:13:54 PM,30.199,22.471,,,,
233,10/02/17 11:14:54 PM,30.199,22.523,,,,
234,10/02/17 11:15:54 PM,30.199,22.471,,,,
235,10/02/17 11:16:54 PM,30.199,22.523,,,,
236,10/02/17 11:17:54 PM,30.224,22.462,,,,
237,10/02/17 11:18:54 PM,30.224,22.462,,,,
238,10/02/17 11:19:54 PM,30.224,22.462,,,,
239,10/02/17 11:20:54 PM,30.224,22.513,,,,
240,10/02/17 11:21:54 PM,30.224,22.462,,,,
241,10/02/17 11:22:54 PM,30.224,22.614,,,,
242,10/02/17 11:23:54 PM,30.224,22.564,,,,
243,10/02/17 11:24:54 PM,30.199,22.523,,,,
244,10/02/17 11:25:54 PM,30.199,22.624,,,,
245,10/02/17 11:26:54 PM,30.199,22.624,,,,
246,10/02/17 11:27:54 PM,30.174,22.634,,,,
247,10/02/17 11:28:54 PM,30.174,22.634,,,,
248,10/02/17 11:29:54 PM,30.174,22.684,,,,
249,10/02/17 11:30:54 PM,30.149,22.743,,,,
250,10/02/17 11:31:54 PM,30.174,22.634,,,,
251,10/02/17 11:32:54 PM,30.174,22.733,,,,
252,10/02/17 11:33:54 PM,30.199,22.821,,,,
253,10/02/17 11:34:54 PM,30.199,22.674,,,,
254,10/02/17 11:35:54 PM,30.199,22.723,,,,
255,10/02/17 11:36:54 PM,30.199,22.674,,,,
256,10/02/17 11:37:54 PM,30.224,22.664,,,,
257,10/02/17 11:38:54 PM,30.224,22.614,,,,
258,10/02/17 11:39:54 PM,30.249,22.605,,,,
259,10/02/17 11:40:54 PM,30.224,22.513,,,,
260,10/02/17 11:41:54 PM,30.224,22.513,,,,
261,10/02/17 11:42:54 PM,30.300,22.483,,,,
262,10/02/17 11:43:54 PM,30.275,22.337,,,,
263,10/02/17 11:44:54 PM,30.249,22.452,,,,
264,10/02/17 11:45:54 PM,30.224,22.462,,,,
265,10/02/17 11:46:54 PM,30.199,22.471,,,,
266,10/02/17 11:47:54 PM,30.199,22.419,,,,
267,10/02/17 11:48:54 PM,30.199,22.419,,,,
268,10/02/17 11:49:54 PM,30.199,22.523,,,,
269,10/02/17 11:50:54 PM,30.199,22.471,,,,
270,10/02/17 11:51:54 PM,30.199,22.523,,,,
271,10/02/17 11:52:54 PM,30.199,22.523,,,,
272,10/02/17 11:53:54 PM,30.224,22.357,,,,
273,10/02/17 11:54:54 PM,30.249,22.452,,,,
274,10/02/17 11:55:54 PM,30.224,22.357,,,,
275,10/02/17 11:56:54 PM,30.224,22.462,,,,
276,10/02/17 11:57:54 PM,30.199,22.367,,,,
277,10/02/17 11:58:54 PM,30.224,22.357,,,,
278,10/02/17 11:59:54 PM,30.224,22.410,,,,
279,10/03/17 12:00:54 AM,30.224,22.357,,,,
280,10/03/17 12:01:54 AM,30.199,22.367,,,,
281,10/03/17 12:02:54 AM,30.199,22.471,,,,
282,10/03/17 12:03:54 AM,30.174,22.377,,,,
283,10/03/17 12:04:54 AM,30.149,22.439,,,,
284,10/03/17 12:05:54 AM,30.149,22.542,,,,
285,10/03/17 12:06:54 AM,30.149,22.491,,,,
286,10/03/17 12:07:54 AM,30.149,22.491,,,,
287,10/03/17 12:08:54 AM,30.174,22.377,,,,
288,10/03/17 12:09:54 AM,30.199,22.419,,,,
289,10/03/17 12:10:54 AM,30.224,22.410,,,,
290,10/03/17 12:11:54 AM,30.224,22.513,,,,
291,10/03/17 12:12:54 AM,30.199,22.523,,,,
292,10/03/17 12:13:54 AM,30.199,22.471,,,,
293,10/03/17 12:14:54 AM,30.249,22.240,,,,
294,10/03/17 12:15:54 AM,30.275,22.284,,,,
295,10/03/17 12:16:54 AM,30.275,22.284,,,,
296,10/03/17 12:17:54 AM,30.249,22.240,,,,
297,10/03/17 12:18:54 AM,30.224,22.357,,,,
298,10/03/17 12:19:54 AM,30.224,22.304,,,,
299,10/03/17 12:20:54 AM,30.199,22.314,,,,
300,10/03/17 12:21:54 AM,30.174,22.324,,,,
301,10/03/17 12:22:54 AM,30.174,22.377,,,,
302,10/03/17 12:23:54 AM,30.174,22.270,,,,
303,10/03/17 12:24:54 AM,30.174,22.324,,,,
304,10/03/17 12:25:54 AM,30.174,22.429,,,,
305,10/03/17 12:26:54 AM,30.199,22.367,,,,
306,10/03/17 12:27:54 AM,30.199,22.367,,,,
307,10/03/17 12:28:54 AM,30.199,22.367,,,,
308,10/03/17 12:29:54 AM,30.199,22.260,,,,
